Age,Education_Num,Marital_Status,Occupation,Relationship,Sex,Capital_Gain,Capital_Loss,Hours_per_Week,Income
32,10,4,11,1,0,0,0,40,0
23,9,4,13,1,1,0,0,38,0
36,9,2,3,0,1,99999,0,50,1
25,8,4,7,2,1,0,0,40,0
43,10,2,4,0,1,0,0,47,0
35,13,2,9,0,1,0,0,40,1
42,9,0,13,1,1,0,0,40,0
36,11,2,4,0,1,0,0,47,0
34,9,2,2,0,1,3908,0,46,0
28,11,4,11,3,1,0,1974,47,0
55,8,2,11,0,1,0,0,40,0
60,9,2,10,0,1,0,0,40,0
32,13,4,9,1,1,0,0,50,1
32,10,0,9,1,0,0,0,30,0
38,10,3,7,4,0,0,0,36,0
27,9,4,4,3,0,0,0,40,0
35,10,0,11,1,0,0,0,35,0
31,11,4,11,1,0,0,0,40,0
45,11,0,2,1,1,0,0,40,0
77,11,4,3,3,0,0,0,40,0
22,11,4,0,1,1,0,0,40,0
59,13,2,9,0,1,0,1902,43,1
27,9,4,0,3,1,0,0,40,0
37,10,2,11,0,1,0,1485,44,1
42,11,2,0,0,1,0,0,32,0
31,9,4,3,1,1,0,0,47,0
43,9,2,6,0,1,0,0,40,0
24,10,2,9,0,1,0,0,40,0
46,12,2,3,0,1,15024,0,50,1
20,10,4,7,3,1,0,0,30,0
34,10,5,3,4,0,0,0,40,0
24,11,4,11,1,1,0,0,47,0
32,9,5,11,1,0,0,0,45,0
64,9,6,13,1,1,0,0,28,0
31,11,5,12,1,0,0,0,28,0
24,9,4,5,2,1,0,0,28,0
30,9,2,13,0,1,0,0,65,1
48,8,4,6,1,1,0,0,40,0
57,9,5,11,1,0,0,0,35,0
28,9,4,2,3,1,0,0,40,0
40,14,2,3,0,1,0,0,65,1
38,13,2,9,0,1,7688,0,60,1
43,11,0,3,1,0,0,0,40,0
17,8,4,0,3,0,0,0,28,0
55,9,6,11,4,0,0,0,40,0
59,11,2,9,0,1,0,0,40,0
30,13,2,9,5,0,0,0,25,1
29,11,4,4,3,1,0,0,47,0
34,13,2,9,5,0,0,0,45,1
66,13,2,11,0,1,0,0,40,1
35,11,4,3,1,1,0,0,38,0
40,9,2,2,0,1,0,1887,40,1
57,10,2,4,0,1,0,0,47,0
28,9,4,7,1,1,0,0,47,0
17,8,4,0,3,0,0,0,28,0
27,9,2,6,0,1,0,0,43,0
50,11,2,9,5,0,0,0,28,0
35,13,2,9,5,0,0,0,25,1
41,10,2,11,0,1,0,0,40,1
47,9,4,0,4,0,0,0,40,0
22,9,4,5,4,1,0,0,40,0
30,9,2,7,0,1,0,0,47,0
24,10,2,8,5,0,0,0,40,0
20,9,4,7,2,1,0,0,30,0
19,10,4,13,1,1,0,0,47,0
49,9,5,5,1,1,0,0,40,0
25,11,2,9,5,0,0,0,47,0
68,13,2,3,0,1,0,0,40,1
29,13,2,9,5,0,0,1902,50,1
41,10,0,3,1,1,4650,0,40,0
25,9,4,7,1,0,0,0,38,0
32,9,2,6,0,1,0,0,42,0
28,10,2,6,0,1,0,0,40,1
55,13,2,3,0,1,7298,0,60,1
30,8,0,7,4,0,0,0,38,0
53,10,2,3,0,1,0,0,60,1
27,11,4,9,2,0,0,0,40,0
57,13,6,9,4,1,10520,0,40,1
46,13,2,0,0,1,0,0,40,1
33,11,4,9,1,1,0,0,47,0
42,16,2,9,0,1,15024,0,40,1
22,9,4,0,3,1,0,0,40,0
39,9,2,3,0,1,0,0,40,0
37,9,4,2,4,1,0,0,40,0
28,11,2,9,0,1,0,0,47,0
41,9,2,4,0,1,0,0,47,0
29,9,2,7,0,1,0,0,35,0
65,13,2,3,0,1,0,2377,40,1
35,14,4,9,1,1,0,0,45,1
40,9,4,6,1,1,14344,0,40,1
41,9,4,7,4,0,0,0,40,0
22,9,2,8,5,0,0,0,40,0
31,9,6,0,4,0,0,0,36,0
30,9,0,10,1,1,0,0,40,0
34,13,2,10,0,1,0,1902,48,1
42,9,2,6,5,0,7298,0,40,1
49,9,2,2,0,1,0,0,40,0
77,10,6,0,1,0,0,1944,28,0
32,11,4,3,1,0,0,0,45,0
48,10,4,11,1,1,0,0,47,0
57,9,5,11,4,0,0,0,40,0
47,10,2,5,0,1,0,0,40,0
27,10,4,0,2,0,0,0,40,0
41,11,4,12,1,1,0,0,40,0
55,10,2,13,0,1,0,0,35,0
31,11,4,9,3,0,0,0,40,0
52,11,2,3,0,1,5013,0,40,0
38,13,2,3,0,1,0,0,55,1
61,9,2,13,0,1,0,0,40,0
42,13,2,3,0,1,7298,0,45,1
50,9,2,6,5,0,3137,0,40,0
23,10,4,2,3,1,0,0,40,0
33,9,2,2,0,1,0,0,40,0
47,11,5,3,1,1,0,1408,40,0
25,11,4,12,1,0,0,0,28,0
55,11,0,0,4,0,0,0,40,0
17,8,2,7,0,1,0,0,40,0
48,8,2,13,0,1,0,1672,47,0
20,9,4,5,3,1,0,0,35,0
23,9,0,7,4,0,0,0,47,0
50,13,5,11,1,1,0,0,40,1
33,9,4,7,2,0,0,0,36,0
19,8,4,0,3,1,0,0,47,0
61,9,2,11,0,1,0,0,47,0
54,10,2,2,0,1,0,0,40,1
44,13,2,11,0,1,7688,0,50,1
23,9,4,11,3,1,0,0,40,0
35,15,4,9,1,1,99999,0,45,1
21,10,4,0,1,0,0,0,40,0
61,16,2,3,0,1,0,0,25,1
55,10,3,0,4,0,0,0,35,0
42,11,2,9,0,1,0,0,40,0
57,13,2,9,0,1,7298,0,40,1
54,9,2,11,0,1,0,0,50,1
17,8,4,7,2,1,0,0,28,0
37,10,2,2,0,1,0,0,40,1
41,11,0,9,4,0,0,0,47,0
18,9,4,0,2,1,0,0,40,0
36,11,4,9,1,0,4650,0,28,0
40,11,4,9,3,0,0,0,36,0
49,15,2,11,0,1,0,0,40,1
70,9,6,0,4,0,0,0,28,0
42,11,2,9,0,1,0,0,47,0
43,10,2,9,0,1,5178,0,40,1
51,9,2,2,0,1,0,0,40,0
29,9,2,6,0,1,0,0,40,0
20,9,4,2,3,1,0,0,40,0
31,9,0,6,1,1,0,0,40,0
26,8,0,0,3,0,0,0,40,0
31,10,4,3,1,1,0,0,40,0
35,11,2,11,0,1,0,0,35,0
40,15,2,9,0,1,0,0,45,1
25,11,4,0,2,0,0,0,40,0
44,11,0,7,1,0,0,0,47,0
21,10,4,11,3,1,0,0,40,0
45,11,2,11,0,1,0,0,47,0
41,11,2,5,0,1,0,0,40,0
44,10,2,4,0,1,4508,0,47,0
32,9,5,7,3,0,0,0,37,0
24,11,4,0,3,1,0,0,40,0
35,10,4,7,1,1,0,0,47,0
35,11,2,5,0,1,0,0,45,0
33,9,2,2,0,1,0,0,45,0
71,8,2,0,0,1,0,2149,28,0
34,9,4,3,1,0,0,0,40,0
31,10,2,0,0,1,0,0,40,0
26,9,2,2,0,1,0,0,47,0
24,11,4,0,3,0,0,0,40,0
30,10,3,2,1,1,0,0,40,0
29,9,2,0,0,1,0,0,35,0
68,8,6,0,1,1,0,0,28,0
54,9,4,3,4,1,0,0,40,1
60,10,0,0,2,0,0,0,40,0
23,11,4,11,1,1,0,0,28,0
20,10,4,3,3,0,0,0,30,0
21,8,4,9,4,0,0,0,40,0
20,10,4,0,3,1,0,0,28,0
20,9,4,8,3,0,0,0,40,0
39,9,0,3,1,1,0,0,47,0
50,13,2,3,0,1,0,0,40,1
41,11,2,12,0,1,0,0,40,0
38,13,2,10,0,1,0,0,55,1
22,10,4,5,3,1,0,0,28,0
59,16,2,3,0,1,0,0,40,1
67,8,2,0,0,1,0,0,47,0
24,11,4,9,1,0,0,0,40,0
64,8,2,2,0,1,0,0,47,0
38,9,4,0,3,1,0,0,30,0
31,10,5,7,4,0,0,0,35,0
45,8,2,7,0,1,0,0,36,0
40,10,2,12,0,1,0,0,55,1
21,10,4,12,3,0,0,0,28,0
21,10,4,11,2,0,0,0,30,0
22,11,4,0,3,1,0,0,28,0
30,11,4,9,1,0,0,0,28,0
48,9,2,2,0,1,0,0,40,0
46,13,2,2,0,1,0,0,45,1
29,10,2,4,0,1,0,0,47,0
34,9,4,4,1,1,594,0,47,0
31,9,2,2,0,1,0,0,40,0
18,9,4,7,1,1,0,0,28,0
32,13,2,11,0,1,0,1887,40,1
30,8,2,2,0,1,2829,0,40,0
37,10,2,13,0,1,0,0,55,1
21,9,4,0,1,0,1055,0,40,0
39,15,4,9,1,1,0,0,55,1
70,8,2,13,0,1,0,0,40,0
25,9,4,7,3,0,0,0,40,0
23,9,4,11,3,1,0,0,47,0
19,8,4,2,3,1,0,0,40,0
67,14,2,9,0,1,20051,0,60,1
48,8,4,7,1,0,0,0,30,0
23,7,4,2,3,1,14344,0,40,1
30,9,4,11,2,1,0,0,40,0
32,9,4,6,1,0,0,0,40,0
28,9,2,2,0,1,0,0,47,0
32,11,4,9,1,1,0,0,40,0
50,9,3,0,2,0,0,0,40,0
43,9,2,2,0,1,0,0,40,0
44,10,3,0,4,0,0,0,40,0
24,8,4,5,1,1,0,0,40,0
19,10,4,7,3,0,0,0,28,0
41,9,2,0,5,0,0,0,40,1
45,10,0,0,1,0,0,0,40,0
32,9,2,2,0,1,0,0,40,1
47,9,2,3,0,1,0,0,47,0
22,10,4,0,4,0,0,0,30,0
39,12,2,2,0,1,0,0,35,1
28,11,4,7,1,0,0,0,47,0
30,11,2,0,5,0,0,0,28,0
67,10,6,11,1,0,0,0,28,0
35,11,2,9,0,1,0,0,47,0
22,11,4,0,3,0,0,0,28,0
42,9,5,0,4,0,0,0,40,0
49,11,0,3,1,0,0,0,40,0
46,9,0,2,3,1,0,0,47,0
32,10,2,3,0,1,0,0,47,0
48,15,0,9,4,1,14084,0,63,1
37,11,4,7,4,0,0,0,32,0
28,9,4,12,1,1,0,1092,47,0
23,10,4,0,3,1,0,0,40,0
24,11,4,6,3,1,0,0,35,0
18,9,4,11,3,0,0,0,28,0
52,10,2,3,0,1,0,0,65,1
53,11,2,9,0,1,0,0,35,0
42,9,6,9,1,1,0,0,40,1
47,10,2,0,5,0,0,0,48,1
19,9,4,7,3,1,0,0,30,0
28,9,4,7,1,1,0,0,30,0
22,8,4,0,1,0,0,0,40,0
20,10,4,0,1,0,0,0,35,0
31,11,4,9,4,0,0,0,40,0
28,10,4,0,2,1,0,0,40,0
34,13,2,2,0,1,15024,0,65,1
27,9,2,11,0,1,0,0,65,1
35,9,2,2,0,1,0,0,40,0
28,8,4,6,1,1,0,0,30,0
38,9,2,3,0,1,0,0,55,1
54,11,0,3,1,1,0,0,47,0
32,13,2,3,5,0,0,1977,40,1
26,9,2,11,0,1,0,0,47,0
28,9,2,0,0,1,0,0,40,0
54,14,0,12,1,1,0,0,40,1
36,14,4,0,1,1,13550,0,50,1
53,9,2,11,0,1,0,0,40,1
18,8,4,0,3,1,0,0,47,0
21,11,4,0,3,0,0,0,40,0
57,8,2,2,0,1,0,0,40,0
34,14,2,9,5,0,0,0,40,1
22,10,4,11,1,1,0,0,30,0
42,11,4,12,1,1,0,0,40,0
17,8,4,7,3,1,0,0,28,0
30,9,2,13,0,1,3103,0,65,1
34,10,4,11,2,1,0,0,30,0
40,10,2,6,0,1,0,0,43,0
38,11,4,3,1,1,2202,0,45,0
34,11,4,9,1,0,0,0,40,0
44,14,2,3,0,1,0,0,45,1
22,10,4,0,3,0,0,0,40,0
38,10,5,3,1,0,0,0,45,0
49,8,0,7,4,0,0,0,40,0
31,9,4,11,3,0,0,0,40,0
29,9,4,2,3,1,0,0,40,0
47,9,4,4,4,0,0,0,46,0
31,11,4,0,3,0,0,0,45,0
52,8,2,7,0,1,0,0,40,0
62,10,2,0,5,0,0,0,38,1
56,11,0,11,4,0,0,2339,47,0
27,11,4,11,1,0,0,0,40,0
43,10,4,3,4,1,0,0,47,0
21,9,4,2,4,1,0,0,35,0
19,9,4,6,3,1,0,0,40,0
56,16,2,9,0,1,0,0,55,1
23,9,4,0,3,0,0,0,40,0
30,11,2,3,0,1,0,0,35,1
28,11,4,3,3,0,0,1408,40,0
39,9,0,13,3,1,0,0,47,0
19,10,4,11,3,1,0,0,30,0
47,9,2,2,0,1,0,0,40,1
27,11,4,6,4,0,0,0,40,0
25,11,4,9,1,0,0,1876,40,0
25,10,4,9,3,0,0,0,40,0
31,9,4,9,3,0,0,0,36,0
55,13,2,3,0,1,0,0,40,1
32,9,0,11,4,0,0,0,30,0
45,10,4,4,2,1,0,0,47,0
30,10,4,11,2,1,0,2258,40,0
37,14,2,3,0,1,0,0,40,1
18,10,4,7,3,0,0,0,28,0
28,9,2,6,0,1,0,0,40,0
52,14,2,9,0,1,0,0,40,1
37,10,5,6,1,1,0,0,40,0
28,9,2,2,3,1,0,0,40,0
19,9,4,7,3,1,0,0,28,0
27,11,4,3,1,1,3325,0,40,0
45,11,2,9,0,1,0,0,40,0
30,9,2,12,0,1,0,0,40,1
36,11,0,7,4,0,0,0,37,0
49,9,2,2,5,0,0,0,40,1
34,14,4,9,1,0,0,0,40,1
25,11,2,4,0,1,0,0,40,0
65,10,6,0,1,0,401,0,28,0
50,11,0,0,1,1,0,0,40,0
29,9,2,2,0,1,0,0,40,0
27,9,2,4,0,1,0,0,40,0
28,9,4,7,4,0,0,0,40,0
20,11,4,7,3,0,0,2205,28,0
35,8,0,2,1,1,0,0,47,0
61,11,4,9,3,1,0,0,40,0
35,11,2,9,0,1,0,0,40,0
34,10,2,5,0,1,0,0,40,0
22,11,4,9,1,1,0,0,40,0
20,10,4,11,2,0,0,0,40,0
46,8,2,7,0,1,0,1651,40,0
41,12,2,11,0,1,0,0,45,1
49,12,2,2,0,1,0,0,40,1
28,11,4,7,1,1,0,0,40,0
32,9,3,5,2,1,0,0,40,0
31,10,2,9,5,0,3908,0,40,0
41,9,2,2,0,1,0,0,40,1
29,10,4,2,1,1,0,0,45,0
25,9,2,6,0,1,0,0,47,0
24,11,4,12,1,0,3674,0,40,0
34,9,4,0,3,1,0,0,47,0
26,9,5,0,4,0,0,0,40,0
73,10,2,3,0,1,0,0,35,1
40,13,2,3,0,1,0,0,50,1
47,9,2,11,0,1,7298,0,45,1
60,13,2,3,0,1,0,0,45,1
49,9,2,4,0,1,0,0,40,0
22,11,4,3,2,0,0,0,28,0
28,9,4,0,4,0,0,0,40,0
63,11,2,2,0,1,0,0,40,0
23,9,2,3,0,1,0,0,47,0
31,11,2,6,0,1,0,0,47,0
29,13,2,11,0,1,0,0,40,1
25,10,4,9,1,0,0,0,47,0
46,13,4,9,1,0,0,0,44,1
35,9,0,6,4,1,0,0,40,0
69,9,2,0,0,1,0,0,40,0
68,9,2,4,0,1,0,0,25,1
34,9,4,2,2,1,0,0,40,0
42,11,2,9,0,1,0,0,40,0
28,11,4,9,1,1,0,0,47,0
47,9,5,2,2,0,0,0,40,0
37,14,2,0,0,1,7688,0,50,1
22,9,4,11,3,0,0,0,36,0
56,10,5,12,4,0,0,0,38,0
31,9,2,7,0,1,0,0,40,0
46,13,2,11,0,1,0,1902,40,1
49,9,0,8,4,0,0,0,28,0
46,10,2,0,0,1,0,0,40,0
28,9,2,13,0,1,0,0,47,0
40,9,4,0,1,0,0,0,45,0
38,10,4,2,3,0,0,0,28,0
58,13,2,3,0,1,0,0,40,1
34,9,4,2,1,1,2202,0,47,0
57,9,2,2,0,1,0,0,50,1
23,8,4,2,1,1,0,0,40,0
25,11,4,0,1,0,0,0,35,0
32,9,0,3,1,1,0,0,47,0
27,9,4,12,1,1,0,0,45,0
17,8,4,0,3,1,0,0,40,0
50,10,2,12,0,1,0,0,45,1
23,11,4,0,3,1,0,0,47,0
17,8,4,5,3,1,0,0,28,0
27,8,0,0,1,1,0,0,40,0
18,10,4,0,3,0,0,0,40,0
44,10,0,5,3,1,0,0,40,0
40,14,2,9,5,0,0,0,40,1
53,8,2,7,0,1,0,2179,41,0
32,9,2,2,0,1,0,0,47,0
56,11,2,9,0,1,0,0,47,0
19,9,4,0,1,0,0,0,30,0
49,9,2,7,0,1,0,0,40,0
59,9,2,7,0,1,0,0,40,0
38,11,2,2,0,1,0,0,43,0
43,10,0,0,1,0,0,0,40,0
25,10,2,11,0,1,0,0,40,1
20,10,4,7,3,0,0,0,28,0
50,10,2,7,0,1,0,0,44,0
41,8,2,2,0,1,0,0,40,0
34,11,4,0,1,0,3325,0,40,0
20,9,4,0,3,1,0,0,40,0
43,9,0,5,1,1,594,0,28,0
47,11,0,3,4,1,0,1138,40,0
23,10,4,7,4,0,0,0,28,0
49,8,0,0,2,1,0,0,40,0
26,8,2,8,5,0,0,0,40,0
58,8,3,0,1,0,0,0,28,0
50,13,2,11,0,1,0,0,40,1
28,11,4,9,2,1,0,0,47,0
40,11,2,0,0,1,0,0,40,0
42,10,0,3,1,0,0,0,40,0
19,10,4,11,3,0,0,0,28,0
40,13,2,5,3,1,0,0,40,1
18,8,4,7,3,0,0,0,28,0
41,9,2,2,0,1,0,0,40,0
24,10,2,12,0,1,0,0,40,0
29,10,4,0,1,0,0,0,40,0
42,9,0,6,4,1,0,0,47,0
20,10,4,13,3,1,0,0,40,0
51,13,2,11,0,1,7688,0,50,1
18,10,4,11,3,1,0,0,28,0
39,9,4,2,1,1,0,0,47,0
53,9,0,13,1,1,0,0,40,0
24,9,4,5,3,1,0,0,40,0
30,10,0,5,1,1,0,0,47,0
32,11,2,3,5,0,0,0,40,0
24,11,4,3,3,0,0,0,47,0
23,9,4,0,3,1,0,2001,40,0
56,9,0,13,1,1,0,0,30,0
50,11,2,11,0,1,0,0,47,0
42,9,2,6,0,1,4386,0,48,1
23,11,4,13,4,0,0,0,40,0
43,9,2,2,0,1,0,0,40,0
29,8,2,4,0,1,0,0,40,0
42,15,2,9,5,0,0,0,50,1
51,9,2,7,0,1,0,0,40,1
41,10,2,9,5,0,0,0,32,1
42,8,2,13,0,1,0,0,47,0
52,9,0,2,4,0,0,0,40,0
18,9,4,0,3,0,0,0,28,0
60,9,2,2,0,1,0,0,28,0
38,8,2,2,0,1,0,0,40,0
32,10,2,3,0,1,3464,0,40,0
28,13,2,5,0,1,0,0,65,1
24,11,4,6,3,1,0,0,40,0
27,9,0,6,1,1,6849,0,40,0
50,14,2,9,0,1,0,0,52,1
67,11,2,9,0,1,4931,0,30,0
31,11,4,3,1,0,0,0,40,0
60,13,2,3,0,1,0,0,50,1
52,10,2,2,0,1,0,0,45,1
42,9,2,5,0,1,0,0,47,0
17,8,4,7,3,1,0,0,45,0
50,16,4,3,1,1,13550,0,50,1
46,8,0,0,3,1,0,0,40,0
51,9,2,12,0,1,0,0,40,1
58,15,0,9,1,1,0,0,65,1
19,10,4,0,3,1,0,0,40,0
37,9,2,6,0,1,0,0,40,1
49,10,2,3,0,1,7298,0,40,1
64,16,2,9,0,1,0,0,50,1
47,8,0,5,1,1,0,0,40,0
28,10,4,0,3,1,0,0,40,0
39,11,4,4,1,1,0,0,47,0
65,11,2,9,0,1,0,0,28,0
41,10,2,2,0,1,0,0,45,1
20,9,4,0,3,1,0,0,28,0
33,10,2,0,5,0,0,0,47,0
22,9,4,11,3,0,0,0,40,0
52,10,2,2,0,1,0,0,40,1
39,13,2,3,0,1,0,0,65,1
23,9,4,11,1,1,0,0,40,0
56,9,3,3,1,1,0,0,47,0
19,9,4,7,1,0,0,0,30,0
45,9,0,5,1,1,0,0,47,0
44,15,2,9,0,1,99999,0,50,1
40,11,4,9,4,0,0,0,28,0
49,11,0,10,1,1,0,0,40,0
47,9,2,0,5,0,0,0,40,1
17,8,4,9,3,1,0,0,28,0
76,10,6,13,1,1,0,0,40,0
37,8,2,2,0,1,0,0,40,0
26,9,4,13,3,1,0,0,40,0
23,8,4,7,3,1,0,0,40,0
18,8,4,6,3,0,0,0,40,0
63,10,2,9,5,0,0,0,28,0
20,10,4,11,4,0,0,0,28,0
60,8,2,4,0,1,0,0,45,0
47,8,0,5,1,1,0,0,40,0
32,10,2,11,0,1,0,0,47,0
77,9,2,0,0,1,0,0,28,0
41,8,2,3,0,1,0,0,47,0
26,9,4,6,2,1,0,0,40,0
31,10,0,6,1,1,0,0,40,0
29,9,2,2,0,1,0,0,40,0
32,10,2,3,0,1,0,0,47,0
70,11,0,11,1,0,0,0,40,0
37,10,2,6,0,1,0,1887,40,1
76,8,2,0,0,1,0,0,28,0
34,9,2,10,0,1,0,0,40,0
27,10,4,0,1,0,0,0,40,0
42,10,2,9,0,1,2885,0,30,0
17,8,4,7,3,1,0,0,28,0
18,8,4,11,3,0,0,0,28,0
60,10,2,6,0,1,3103,0,40,1
24,11,4,0,1,0,0,0,40,0
34,11,4,9,1,0,0,0,45,0
31,9,4,7,3,1,0,0,40,0
27,10,2,6,0,1,0,0,45,0
23,9,0,9,3,1,0,0,28,0
20,10,4,0,1,0,0,0,40,0
38,10,0,0,4,0,0,0,40,0
47,11,2,7,0,1,0,0,40,0
40,10,2,2,0,1,0,0,44,1
30,10,4,0,2,0,0,0,28,0
38,8,2,2,0,1,0,0,40,0
40,11,2,2,0,1,0,0,45,0
67,9,2,12,0,1,0,0,40,1
65,10,6,0,1,1,0,1944,28,0
58,10,4,4,1,1,0,0,40,0
25,8,2,2,0,1,0,0,45,0
61,9,2,13,0,1,0,0,40,0
46,10,2,0,5,0,0,0,40,1
23,11,2,0,0,1,0,0,28,0
21,8,4,0,1,0,0,0,30,0
62,14,2,0,0,1,0,0,40,1
33,11,2,2,0,1,0,0,40,0
51,9,0,3,1,0,0,0,40,0
26,11,4,7,2,1,0,0,28,0
72,8,6,7,4,0,0,0,40,0
19,8,4,11,3,1,0,0,30,0
32,9,2,6,0,1,0,0,40,1
67,9,6,0,1,0,2329,0,28,0
38,9,4,5,1,1,594,0,47,0
49,12,2,11,5,0,0,1902,40,1
31,10,4,3,1,0,0,0,40,0
43,9,5,5,1,1,0,0,40,0
64,10,4,9,1,0,0,0,35,0
46,9,2,6,0,1,0,1579,40,0
23,9,4,5,3,1,0,0,28,0
68,9,2,3,0,1,0,0,37,0
38,10,2,2,0,1,0,0,43,0
34,9,2,0,0,1,0,0,40,1
26,11,4,11,3,1,0,0,40,0
35,10,0,0,1,0,0,0,47,0
40,11,4,9,1,1,0,0,42,0
46,11,2,4,0,1,0,0,48,1
67,8,0,0,2,0,0,0,28,0
66,11,6,0,1,0,2964,0,30,0
53,14,2,3,0,1,0,0,40,1
23,9,2,11,0,1,0,0,40,1
56,10,6,0,1,0,0,0,40,0
51,10,6,6,4,0,0,0,36,0
28,9,2,13,0,1,0,0,45,1
42,9,2,2,0,1,0,0,40,0
24,10,4,0,3,0,0,0,40,0
26,11,4,11,1,0,0,0,40,0
17,8,4,5,3,1,0,0,28,0
41,9,2,0,0,1,0,0,40,0
29,9,4,10,3,0,0,0,28,0
22,10,4,5,3,1,0,0,28,0
54,9,2,13,0,1,0,0,28,0
45,9,0,0,1,0,0,0,40,0
31,9,4,7,1,0,0,0,47,0
64,16,2,3,0,1,0,0,25,1
17,8,4,11,3,1,0,0,28,0
39,9,4,2,3,1,0,0,40,0
41,11,2,9,5,0,0,1740,28,0
26,9,2,7,0,1,0,0,40,0
35,13,4,9,1,1,0,0,50,1
21,10,4,5,1,1,0,0,40,0
18,9,4,5,3,1,0,0,28,0
42,9,2,13,0,1,0,0,40,0
33,11,2,7,5,0,0,0,40,0
52,13,2,3,0,1,99999,0,50,1
64,11,2,0,5,0,0,0,28,0
36,10,2,6,0,1,0,0,44,0
42,11,0,0,4,0,2977,0,40,0
41,9,0,0,4,0,0,0,36,0
46,15,2,9,0,1,99999,0,50,1
48,10,4,0,1,0,0,0,40,0
29,11,4,11,1,1,0,0,45,0
50,15,2,9,0,1,0,0,60,1
40,11,4,12,3,1,0,0,40,0
43,13,2,3,0,1,0,1977,50,1
34,9,2,6,0,1,0,0,40,1
66,10,2,9,0,1,0,0,40,0
46,11,0,0,1,0,0,0,28,0
35,10,4,3,1,1,0,0,47,0
46,14,2,3,0,1,0,0,50,1
32,8,5,2,1,1,0,0,40,0
71,8,2,4,0,1,0,0,28,0
49,11,4,11,1,1,0,0,47,0
32,11,2,9,0,1,0,0,40,0
30,9,0,12,4,0,0,0,40,0
31,14,2,3,5,0,0,0,40,1
32,11,4,9,3,0,0,0,40,0
38,9,2,0,0,1,0,0,60,1
41,9,2,2,0,1,0,0,40,0
66,8,2,3,0,1,1409,0,28,0
63,13,2,11,0,1,7298,0,40,1
28,11,4,11,1,1,0,0,42,0
40,9,6,7,4,0,0,0,40,0
58,8,0,6,4,0,0,0,40,0
35,9,2,6,0,1,0,0,40,0
45,10,2,3,0,1,7298,0,40,1
36,11,5,0,4,0,0,0,40,0
26,9,4,2,2,1,0,0,40,0
25,8,5,7,3,0,0,0,28,0
21,8,4,4,1,1,0,0,40,0
51,16,2,9,0,1,15024,0,40,1
61,13,2,9,0,1,0,0,50,1
69,10,2,11,0,1,6514,0,45,1
22,10,2,0,0,1,0,0,28,0
49,9,0,0,2,0,0,0,40,0
51,9,2,12,0,1,0,0,40,0
45,10,2,3,0,1,0,0,47,0
52,9,2,13,0,1,0,0,40,1
39,9,2,2,0,1,0,0,40,0
47,14,2,9,0,1,0,0,40,1
38,9,2,3,0,1,0,0,47,0
53,9,2,13,0,1,0,0,40,0
73,13,2,11,0,1,9386,0,25,1
66,9,6,7,1,0,0,0,28,0
40,11,2,9,5,0,0,0,28,0
30,12,2,3,0,1,0,1848,50,1
32,11,4,9,1,0,0,0,40,0
68,8,6,7,1,0,0,0,40,0
24,9,4,6,1,0,0,0,40,0
68,9,2,5,0,1,0,0,45,1
30,11,2,3,0,1,0,0,47,0
28,8,4,7,2,1,0,0,40,0
53,9,4,2,1,1,0,0,35,0
23,8,4,6,1,1,0,0,40,0
25,13,2,9,5,0,0,0,38,1
73,16,6,9,1,1,25124,0,25,1
47,14,2,3,5,0,15024,0,40,1
35,11,4,9,1,0,0,0,35,0
38,9,5,7,4,0,0,0,32,0
55,10,2,6,0,1,0,0,48,1
45,9,2,2,0,1,0,0,40,1
46,9,2,7,0,1,0,0,47,0
22,11,4,3,3,1,0,0,40,0
36,9,4,3,3,1,0,0,41,0
26,10,2,3,0,1,4064,0,47,0
21,10,4,9,3,0,1055,0,32,0
22,9,4,7,2,0,0,0,28,0
44,9,2,0,5,0,0,0,40,0
39,9,2,2,0,1,0,0,40,0
42,9,2,6,0,1,0,0,40,0
38,11,2,3,0,1,0,0,40,0
38,11,0,0,1,0,0,0,28,0
37,10,2,0,0,1,0,0,40,0
30,10,2,10,0,1,15024,0,40,1
49,9,2,2,0,1,0,0,40,1
34,9,2,13,0,1,0,0,35,0
58,15,2,9,0,1,15024,0,60,1
60,9,2,7,0,1,0,0,40,0
18,8,4,7,3,1,0,0,28,0
51,9,2,6,5,0,0,0,40,0
51,9,2,13,0,1,0,0,47,0
17,8,4,11,3,0,0,0,28,0
48,9,2,11,0,1,0,0,47,0
55,9,2,7,0,1,0,0,40,0
33,11,0,12,4,0,0,0,40,0
18,10,4,5,3,1,0,0,28,0
38,10,2,10,0,1,0,0,40,1
38,9,2,2,0,1,4064,0,40,0
36,9,4,7,1,1,0,0,40,0
53,10,0,0,4,0,0,0,38,0
32,11,2,11,0,1,0,0,45,0
26,9,2,13,0,1,0,0,40,0
18,10,4,11,3,0,0,0,30,0
20,8,4,6,4,0,0,0,40,0
31,10,2,11,0,1,0,0,47,0
33,15,2,9,5,0,0,0,40,1
62,13,6,3,1,1,10520,0,50,1
37,9,2,11,0,1,0,0,45,0
45,10,2,3,0,1,0,0,40,0
25,10,4,12,3,1,0,0,28,0
34,9,2,6,0,1,0,0,47,0
41,13,2,3,0,1,7688,0,50,1
58,8,2,6,0,1,2936,0,47,0
30,8,4,11,1,1,0,0,40,0
33,11,2,12,5,0,0,0,40,1
40,10,2,12,0,1,0,0,40,0
31,9,0,7,4,1,0,0,30,0
61,9,0,0,2,0,0,0,35,0
18,10,4,11,3,0,0,0,28,0
